Date_of_usage,Azure_region,Service_Type,Demand_units,Capacity_allocated,Cost_USD,Service_availability,Market_Trend_Index,Holiday_Flag,lag_1,lag_2,rolling_mean_3,usage_spike
2024-01-12,India South,Storage,259,279,18.43,99.49,0.99,0,321.0,329.0,303.0,0
2024-01-12,India South,Storage,399,478,32.91,97.45,1.05,0,259.0,321.0,326.3333333333333,0
2024-01-12,India South,Storage,376,439,33.99,97.56,1.18,0,399.0,259.0,344.6666666666667,0
2024-01-13,India South,Storage,316,367,30.39,98.04,1.26,0,376.0,399.0,363.6666666666667,0
2024-01-13,India South,Storage,180,198,17.63,98.57,0.85,1,316.0,376.0,290.6666666666667,0
2024-01-13,India South,Storage,385,422,29.51,98.05,0.96,0,180.0,316.0,293.6666666666667,0
2024-01-14,India South,Storage,93,106,7.14,98.53,0.87,0,385.0,180.0,219.33333333333334,0
2024-01-14,India South,Storage,488,572,34.61,99.85,1.02,0,93.0,385.0,322.0,1
2024-01-15,India South,Storage,64,72,4.15,99.3,0.81,0,488.0,93.0,215.0,0
2024-01-15,India South,Storage,486,576,44.67,98.08,1.43,0,64.0,488.0,346.0,1
2024-01-15,India South,Storage,498,556,45.95,97.47,1.03,0,486.0,64.0,349.3333333333333,1
2024-01-15,India South,Storage,143,170,13.36,98.4,1.29,0,498.0,486.0,375.6666666666667,0
2024-01-15,India South,Storage,45,49,2.89,97.44,0.9,1,143.0,498.0,228.66666666666666,0
2024-01-15,India South,Storage,401,492,38.95,98.1,1.05,0,45.0,143.0,196.33333333333334,0
2024-01-16,India South,Storage,366,395,30.13,99.2,1.02,0,401.0,45.0,270.6666666666667,0
2024-01-16,India South,Storage,90,97,7.43,97.15,1.12,0,366.0,401.0,285.6666666666667,0
2024-01-16,India South,Storage,288,335,20.28,99.5,1.34,1,90.0,366.0,248.0,0
2024-01-16,India South,Storage,121,146,9.74,97.34,0.83,1,288.0,90.0,166.33333333333334,0
2024-01-16,India South,Storage,173,183,11.72,99.31,0.88,0,121.0,288.0,194.0,0
2024-01-16,India South,Storage,519,584,49.11,97.48,1.23,0,173.0,121.0,271.0,1
2024-01-17,India South,Storage,466,550,46.21,97.67,1.27,1,519.0,173.0,386.0,1
2024-01-17,India South,Storage,161,189,10.3,97.49,0.91,0,466.0,519.0,382.0,0
2024-01-17,India South,Storage,193,218,13.81,98.1,1.41,0,161.0,466.0,273.3333333333333,0
2024-01-17,India South,Storage,289,317,27.69,98.35,1.49,1,193.0,161.0,214.33333333333334,0
2024-01-18,India South,Storage,95,118,7.37,97.88,1.05,0,289.0,193.0,192.33333333333334,0
2024-01-18,India South,Storage,84,93,7.65,97.31,0.98,0,95.0,289.0,156.0,0
2024-01-18,India South,Storage,73,88,5.4,99.57,0.87,1,84.0,95.0,84.0,0
2024-01-18,India South,Storage,345,402,28.1,97.76,1.44,0,73.0,84.0,167.33333333333334,0
2024-01-18,India South,Storage,104,122,7.89,97.94,0.88,1,345.0,73.0,174.0,0
2024-01-18,India South,Storage,344,385,27.01,97.89,1.46,0,104.0,345.0,264.3333333333333,0
2024-01-18,India South,Storage,381,432,30.42,98.09,0.98,0,344.0,104.0,276.3333333333333,0
2024-01-18,India South,Storage,207,258,12.3,99.05,0.83,0,381.0,344.0,310.6666666666667,0
2024-01-19,India South,Storage,285,336,22.48,98.27,0.92,0,207.0,381.0,291.0,0
2024-01-19,India South,Storage,143,176,7.16,99.66,1.05,1,285.0,207.0,211.66666666666666,0
2024-01-19,India South,Storage,189,229,12.38,98.35,0.96,0,143.0,285.0,205.66666666666666,0
2024-01-19,India South,Storage,155,185,13.72,97.45,1.07,0,189.0,143.0,162.33333333333334,0
2024-01-19,India South,Storage,157,187,11.54,98.96,0.89,0,155.0,189.0,167.0,0
2024-01-19,India South,Storage,507,610,42.27,98.88,1.17,0,157.0,155.0,273.0,1
2024-01-20,India South,Storage,190,233,14.43,98.66,1.26,1,507.0,157.0,284.6666666666667,0
2024-01-20,India South,Storage,318,370,31.44,98.1,1.13,0,190.0,507.0,338.3333333333333,0
2024-01-20,India South,Storage,422,449,36.16,99.24,1.09,0,318.0,190.0,310.0,0
2024-01-20,India South,Storage,496,526,32.66,99.65,1.49,0,422.0,318.0,412.0,1
2024-01-20,India South,Storage,102,120,7.06,98.49,1.25,1,496.0,422.0,340.0,0
2024-01-20,India South,Storage,69,80,4.35,99.16,0.82,0,102.0,496.0,222.33333333333334,0
2024-01-21,India South,Storage,364,419,18.58,97.34,1.1,1,69.0,102.0,178.33333333333334,0
2024-01-21,India South,Storage,292,349,15.1,97.41,1.14,1,364.0,69.0,241.66666666666666,0
2024-01-21,India South,Storage,188,225,16.95,98.87,1.16,1,292.0,364.0,281.3333333333333,0
2024-01-21,India South,Storage,632,774,31.89,99.39,1.28,0,188.0,292.0,370.6666666666667,1
2024-01-22,India South,Storage,439,481,39.1,98.93,1.47,0,632.0,188.0,419.6666666666667,0
2024-01-22,India South,Storage,583,628,43.39,99.79,1.48,0,439.0,632.0,551.3333333333334,1
2024-01-22,India South,Storage,224,243,16.34,97.95,1.12,1,583.0,439.0,415.3333333333333,0
2024-01-22,India South,Storage,143,157,8.87,97.33,1.37,0,224.0,583.0,316.6666666666667,0
2024-01-22,India South,Storage,241,300,22.15,99.7,1.24,0,143.0,224.0,202.66666666666666,0
2024-01-23,India South,Storage,465,494,36.17,98.23,1.3,0,241.0,143.0,283.0,0
2024-01-23,India South,Storage,218,263,20.25,99.26,1.4,0,465.0,241.0,308.0,0
2024-01-23,India South,Storage,313,377,25.47,98.49,1.01,0,218.0,465.0,332.0,0
2024-01-24,India South,Storage,59,68,5.38,98.61,0.87,1,313.0,218.0,196.66666666666666,0
2024-01-24,India South,Storage,259,318,25.72,99.63,0.84,0,59.0,313.0,210.33333333333334,0
2024-01-24,India South,Storage,306,335,24.11,98.54,1.01,0,259.0,59.0,208.0,0
2024-01-24,India South,Storage,149,167,13.3,98.27,1.14,0,306.0,259.0,238.0,0
2024-01-24,India South,Storage,201,248,10.98,99.5,1.22,0,149.0,306.0,218.66666666666666,0
2024-01-24,India South,Storage,151,159,9.94,98.21,1.04,0,201.0,149.0,167.0,0
2024-01-24,India South,Storage,366,433,28.1,98.65,0.83,0,151.0,201.0,239.33333333333334,0
2024-01-25,India South,Storage,275,321,26.05,99.0,1.06,0,366.0,151.0,264.0,0
2024-01-25,India South,Storage,198,224,12.79,99.67,1.48,0,275.0,366.0,279.6666666666667,0
2024-01-25,India South,Storage,504,592,38.26,99.43,1.2,0,198.0,275.0,325.6666666666667,1
2024-01-26,India South,Storage,387,436,36.22,97.16,0.96,0,504.0,198.0,363.0,0
2024-01-26,India South,Storage,243,294,12.3,97.9,1.27,0,387.0,504.0,378.0,0
2024-01-26,India South,Storage,528,586,41.66,97.6,1.11,0,243.0,387.0,386.0,1
2024-01-26,India South,Storage,215,266,19.94,98.37,1.14,0,528.0,243.0,328.6666666666667,0
2024-01-26,India South,Storage,138,170,8.54,98.76,1.27,1,215.0,528.0,293.6666666666667,0
2024-01-26,India South,Storage,363,425,24.76,98.64,1.16,0,138.0,215.0,238.66666666666666,0
2024-01-27,India South,Storage,509,588,33.53,98.58,1.12,0,363.0,138.0,336.6666666666667,1
2024-01-27,India South,Storage,480,570,28.88,98.42,1.16,0,509.0,363.0,450.6666666666667,1
2024-01-27,India South,Storage,105,111,7.27,98.72,1.0,0,480.0,509.0,364.6666666666667,0
2024-01-27,India South,Storage,139,158,10.45,97.0,1.33,1,105.0,480.0,241.33333333333334,0
2024-01-28,India South,Storage,365,415,26.57,99.14,1.17,0,139.0,105.0,203.0,0
2024-01-28,India South,Storage,256,307,19.37,97.14,0.88,0,365.0,139.0,253.33333333333334,0
2024-01-28,India South,Storage,639,753,55.71,97.25,1.45,0,256.0,365.0,420.0,1
2024-01-28,India South,Storage,550,613,33.16,99.28,1.42,0,639.0,256.0,481.6666666666667,1
2024-01-28,India South,Storage,458,554,38.17,97.99,1.37,1,550.0,639.0,549.0,0
2024-01-28,India South,Storage,279,337,19.28,98.05,1.22,0,458.0,550.0,429.0,0
2024-01-28,India South,Storage,210,254,18.55,97.62,1.31,0,279.0,458.0,315.6666666666667,0
2024-01-28,India South,Storage,101,121,9.34,99.46,1.29,0,210.0,279.0,196.66666666666666,0
2024-01-29,India South,Storage,68,72,5.87,97.68,1.5,1,101.0,210.0,126.33333333333333,0
2024-01-29,India South,Storage,125,150,11.01,98.43,1.48,0,68.0,101.0,98.0,0
2024-01-29,India South,Storage,482,548,31.63,99.72,1.04,0,125.0,68.0,225.0,1
2024-01-30,India South,Storage,65,71,3.74,97.28,0.99,0,482.0,125.0,224.0,0
2024-01-30,India South,Storage,433,518,23.37,98.33,1.31,0,65.0,482.0,326.6666666666667,0
2024-01-30,India South,Storage,493,544,29.76,99.45,1.2,0,433.0,65.0,330.3333333333333,1
2024-01-30,India South,Storage,391,453,25.43,98.35,1.41,0,493.0,433.0,439.0,0
2024-01-30,India South,Storage,170,199,16.0,97.78,1.35,0,391.0,493.0,351.3333333333333,0
2024-01-30,India South,Storage,150,157,14.43,97.5,1.2,0,170.0,391.0,237.0,0
2024-01-31,India South,Storage,248,300,23.23,99.61,0.8,0,150.0,170.0,189.33333333333334,0
2024-01-31,India South,Storage,534,661,27.6,98.53,1.34,0,248.0,150.0,310.6666666666667,1
2024-01-31,India South,Storage,215,246,21.15,97.14,0.86,0,534.0,248.0,332.3333333333333,0
2024-02-01,India South,Storage,46,49,4.31,98.14,0.85,0,215.0,534.0,265.0,0
2024-02-01,India South,Storage,144,176,7.32,99.49,1.06,0,46.0,215.0,135.0,0
2024-02-01,India South,Storage,166,185,14.65,98.86,0.88,0,144.0,46.0,118.66666666666667,0
2024-02-01,India South,Storage,53,61,3.72,97.41,0.84,0,166.0,144.0,121.0,0
2024-02-01,India South,Storage,322,364,24.73,98.71,0.83,0,53.0,166.0,180.33333333333334,0
2024-02-01,India South,Storage,225,257,19.56,99.51,0.97,0,322.0,53.0,200.0,0
2024-02-01,India South,Storage,91,113,8.58,99.51,1.19,0,225.0,322.0,212.66666666666666,0
2024-02-01,India South,Storage,252,265,16.35,98.4,0.94,0,91.0,225.0,189.33333333333334,0
2024-02-02,India South,Storage,586,701,36.72,98.06,1.47,0,252.0,91.0,309.6666666666667,1
2024-02-02,India South,Storage,508,630,46.34,99.91,1.31,0,586.0,252.0,448.6666666666667,1
2024-02-02,India South,Storage,489,537,47.26,97.63,0.98,0,508.0,586.0,527.6666666666666,1
2024-02-02,India South,Storage,477,508,43.94,98.8,1.05,0,489.0,508.0,491.3333333333333,1
2024-02-03,India South,Storage,192,226,17.02,98.13,1.13,0,477.0,489.0,386.0,0
2024-02-03,India South,Storage,243,298,16.13,99.95,1.33,0,192.0,477.0,304.0,0
2024-02-03,India South,Storage,359,445,29.41,98.19,0.98,1,243.0,192.0,264.6666666666667,0
2024-02-03,India South,Storage,90,99,7.83,97.08,1.04,0,359.0,243.0,230.66666666666666,0
2024-02-03,India South,Storage,477,532,25.4,99.18,1.41,0,90.0,359.0,308.6666666666667,1
2024-02-03,India South,Storage,393,438,36.55,99.91,1.05,0,477.0,90.0,320.0,0
2024-02-03,India South,Storage,238,251,18.93,98.24,1.12,0,393.0,477.0,369.3333333333333,0
2024-02-04,India South,Storage,405,480,30.37,98.23,1.32,0,238.0,393.0,345.3333333333333,0
2024-02-04,India South,Storage,193,214,11.82,99.07,1.12,0,405.0,238.0,278.6666666666667,0
2024-02-04,India South,Storage,468,497,39.35,98.9,1.26,1,193.0,405.0,355.3333333333333,1
2024-02-04,India South,Storage,610,640,40.07,99.15,1.23,0,468.0,193.0,423.6666666666667,1
2024-02-04,India South,Storage,67,72,5.1,97.41,1.05,0,610.0,468.0,381.6666666666667,0
2024-02-04,India South,Storage,208,256,11.27,99.89,0.94,0,67.0,610.0,295.0,0
2024-02-04,India South,Storage,485,539,42.18,99.07,1.33,0,208.0,67.0,253.33333333333334,1
2024-02-04,India South,Storage,147,180,12.37,97.19,1.28,0,485.0,208.0,280.0,0
2024-02-04,India South,Storage,187,225,16.13,99.77,1.16,0,147.0,485.0,273.0,0
2024-02-04,India South,Storage,218,231,20.82,97.88,1.31,0,187.0,147.0,184.0,0
2024-02-05,India South,Storage,173,182,10.1,97.26,0.92,0,218.0,187.0,192.66666666666666,0
2024-02-05,India South,Storage,128,140,8.86,98.54,0.83,0,173.0,218.0,173.0,0
2024-02-05,India South,Storage,546,584,51.44,98.65,1.31,0,128.0,173.0,282.3333333333333,1
2024-02-06,India South,Storage,149,160,14.38,99.56,1.19,1,546.0,128.0,274.3333333333333,0
2024-02-06,India South,Storage,180,206,14.67,97.08,1.4,0,149.0,546.0,291.6666666666667,0
2024-02-06,India South,Storage,404,483,33.16,97.21,1.05,0,180.0,149.0,244.33333333333334,0
2024-02-07,India South,Storage,356,436,27.13,97.56,1.33,0,404.0,180.0,313.3333333333333,0
2024-02-07,India South,Storage,336,393,18.0,97.97,1.0,0,356.0,404.0,365.3333333333333,0
2024-02-07,India South,Storage,210,244,12.57,99.59,0.88,0,336.0,356.0,300.6666666666667,0
2024-02-07,India South,Storage,170,207,15.0,98.51,1.04,0,210.0,336.0,238.66666666666666,0
2024-02-07,India South,Storage,309,384,28.49,98.84,1.4,0,170.0,210.0,229.66666666666666,0
2024-02-08,India South,Storage,658,755,57.01,99.11,1.36,0,309.0,170.0,379.0,1
2024-02-08,India South,Storage,77,96,7.63,97.46,1.11,0,658.0,309.0,348.0,0
2024-02-08,India South,Storage,59,69,3.0,98.17,1.32,1,77.0,658.0,264.6666666666667,0
2024-02-08,India South,Storage,464,511,32.33,99.35,0.98,0,59.0,77.0,200.0,0
2024-02-08,India South,Storage,229,249,19.01,97.31,1.05,0,464.0,59.0,250.66666666666666,0
2024-02-09,India South,Storage,371,409,27.04,98.97,1.19,0,229.0,464.0,354.6666666666667,0
2024-02-09,India South,Storage,234,251,12.75,98.31,1.31,0,371.0,229.0,278.0,0
2024-02-09,India South,Storage,352,426,33.39,97.17,0.83,0,234.0,371.0,319.0,0
2024-02-09,India South,Storage,303,357,21.91,97.7,1.39,0,352.0,234.0,296.3333333333333,0
2024-02-09,India South,Storage,243,299,20.38,98.79,1.33,0,303.0,352.0,299.3333333333333,0
2024-02-10,India South,Storage,122,133,7.37,99.17,1.24,1,243.0,303.0,222.66666666666666,0
2024-02-10,India South,Storage,380,417,22.23,97.15,1.32,0,122.0,243.0,248.33333333333334,0
2024-02-10,India South,Storage,345,385,21.9,99.94,1.34,0,380.0,122.0,282.3333333333333,0
2024-02-10,India South,Storage,699,789,35.85,98.4,1.41,0,345.0,380.0,474.6666666666667,1
2024-02-10,India South,Storage,206,235,17.66,97.11,1.36,0,699.0,345.0,416.6666666666667,0
2024-02-10,India South,Storage,210,231,17.74,97.84,0.82,0,206.0,699.0,371.6666666666667,0
2024-02-10,India South,Storage,81,88,8.05,98.92,0.81,0,210.0,206.0,165.66666666666666,0
2024-02-11,India South,Storage,424,483,30.23,99.84,0.85,0,81.0,210.0,238.33333333333334,0
2024-02-11,India South,Storage,54,65,4.3,99.3,0.96,0,424.0,81.0,186.33333333333334,0
2024-02-11,India South,Storage,540,582,50.65,97.23,1.13,0,54.0,424.0,339.3333333333333,1
2024-02-11,India South,Storage,517,632,25.87,97.64,1.2,0,540.0,54.0,370.3333333333333,1
2024-02-11,India South,Storage,436,540,42.8,97.63,1.1,0,517.0,540.0,497.6666666666667,0
2024-02-11,India South,Storage,387,442,28.36,98.64,1.14,1,436.0,517.0,446.6666666666667,0
2024-02-12,India South,Storage,232,289,13.25,97.73,1.13,1,387.0,436.0,351.6666666666667,0
2024-02-12,India South,Storage,493,526,41.89,99.67,1.46,0,232.0,387.0,370.6666666666667,1
2024-02-12,India South,Storage,486,604,39.03,99.02,1.1,0,493.0,232.0,403.6666666666667,1
2024-02-12,India South,Storage,329,355,31.43,99.51,1.01,1,486.0,493.0,436.0,0
2024-02-13,India South,Storage,328,366,30.98,98.56,1.27,0,329.0,486.0,381.0,0
2024-02-13,India South,Storage,372,430,24.51,98.55,1.41,1,328.0,329.0,343.0,0
2024-02-13,India South,Storage,522,641,34.64,99.05,1.44,0,372.0,328.0,407.3333333333333,1
2024-02-13,India South,Storage,196,224,15.73,97.73,0.99,0,522.0,372.0,363.3333333333333,0
2024-02-13,India South,Storage,332,391,27.03,97.89,1.41,0,196.0,522.0,350.0,0
2024-02-13,India South,Storage,127,149,9.96,97.37,0.96,0,332.0,196.0,218.33333333333334,0
2024-02-13,India South,Storage,357,414,25.14,97.52,1.14,0,127.0,332.0,272.0,0
2024-02-13,India South,Storage,152,189,9.39,97.67,0.97,1,357.0,127.0,212.0,0
2024-02-14,India South,Storage,405,425,26.15,98.84,1.05,0,152.0,357.0,304.6666666666667,0
2024-02-14,India South,Storage,347,393,30.05,98.75,0.98,0,405.0,152.0,301.3333333333333,0
2024-02-14,India South,Storage,379,402,23.24,99.29,1.22,0,347.0,405.0,377.0,0
2024-02-14,India South,Storage,82,101,4.52,98.99,1.43,1,379.0,347.0,269.3333333333333,0
2024-02-14,India South,Storage,364,431,18.23,97.82,0.99,0,82.0,379.0,275.0,0
2024-02-15,India South,Storage,225,240,12.23,99.04,1.32,0,364.0,82.0,223.66666666666666,0
2024-02-15,India South,Storage,336,393,26.15,98.61,1.15,0,225.0,364.0,308.3333333333333,0
2024-02-15,India South,Storage,733,828,41.64,99.4,1.49,0,336.0,225.0,431.3333333333333,1
2024-02-15,India South,Storage,218,243,13.87,98.39,1.19,0,733.0,336.0,429.0,0
2024-02-15,India South,Storage,180,190,13.07,98.8,0.93,0,218.0,733.0,377.0,0
2024-02-16,India South,Storage,297,326,21.21,98.84,1.19,0,180.0,218.0,231.66666666666666,0
2024-02-16,India South,Storage,419,489,38.61,97.33,1.44,0,297.0,180.0,298.6666666666667,0
2024-02-16,India South,Storage,250,266,15.29,97.85,0.99,0,419.0,297.0,322.0,0
2024-02-16,India South,Storage,208,229,20.73,97.45,1.43,0,250.0,419.0,292.3333333333333,0
2024-02-16,India South,Storage,432,503,25.08,97.76,1.36,0,208.0,250.0,296.6666666666667,0
2024-02-17,India South,Storage,624,724,62.09,98.55,1.41,0,432.0,208.0,421.3333333333333,1
2024-02-17,India South,Storage,440,525,30.46,98.52,1.31,0,624.0,432.0,498.6666666666667,0
2024-02-17,India South,Storage,281,299,26.95,97.5,1.21,0,440.0,624.0,448.3333333333333,0
2024-02-17,India South,Storage,381,405,23.13,98.5,0.93,0,281.0,440.0,367.3333333333333,0
2024-02-17,India South,Storage,141,170,12.31,99.08,1.39,0,381.0,281.0,267.6666666666667,0
2024-02-18,India South,Storage,329,363,24.82,98.03,0.86,0,141.0,381.0,283.6666666666667,0
2024-02-18,India South,Storage,212,264,14.96,99.12,0.85,0,329.0,141.0,227.33333333333334,0
2024-02-18,India South,Storage,329,367,30.63,98.25,1.24,0,212.0,329.0,290.0,0
2024-02-18,India South,Storage,115,141,7.17,98.01,1.03,0,329.0,212.0,218.66666666666666,0
2024-02-18,India South,Storage,487,541,36.11,97.99,1.45,0,115.0,329.0,310.3333333333333,1
2024-02-18,India South,Storage,70,77,4.55,98.25,1.02,0,487.0,115.0,224.0,0
2024-02-18,India South,Storage,584,723,33.11,98.14,1.28,0,70.0,487.0,380.3333333333333,1
2024-02-18,India South,Storage,305,324,17.84,97.1,1.24,0,584.0,70.0,319.6666666666667,0
2024-02-19,India South,Storage,598,629,30.58,98.3,1.31,0,305.0,584.0,495.6666666666667,1
2024-02-19,India South,Storage,292,331,22.65,99.8,1.21,0,598.0,305.0,398.3333333333333,0
2024-02-19,India South,Storage,292,318,22.82,97.74,0.86,0,292.0,598.0,394.0,0
2024-02-19,India South,Storage,379,411,37.88,97.27,0.85,0,292.0,292.0,321.0,0
2024-02-20,India South,Storage,346,403,29.77,98.45,1.12,0,379.0,292.0,339.0,0
2024-02-20,India South,Storage,362,400,29.88,98.06,0.94,0,346.0,379.0,362.3333333333333,0
2024-02-20,India South,Storage,170,201,11.22,97.03,0.83,0,362.0,346.0,292.6666666666667,0
2024-02-20,India South,Storage,567,641,35.3,99.89,1.21,0,170.0,362.0,366.3333333333333,1
2024-02-20,India South,Storage,604,679,59.79,97.51,1.47,0,567.0,170.0,447.0,1
2024-02-20,India South,Storage,209,242,12.58,99.87,0.87,0,604.0,567.0,460.0,0
2024-02-20,India South,Storage,515,602,28.21,98.6,1.15,0,209.0,604.0,442.6666666666667,1
2024-02-21,India South,Storage,84,98,7.46,98.97,0.84,0,515.0,209.0,269.3333333333333,0
2024-02-21,India South,Storage,94,103,7.66,99.22,1.23,0,84.0,515.0,231.0,0
2024-02-21,India South,Storage,328,403,24.41,98.99,0.98,0,94.0,84.0,168.66666666666666,0
2024-02-21,India South,Storage,359,415,34.11,97.83,1.19,0,328.0,94.0,260.3333333333333,0
2024-02-21,India South,Storage,275,337,26.21,97.5,0.89,1,359.0,328.0,320.6666666666667,0
2024-02-22,India South,Storage,112,138,6.14,98.48,0.84,0,275.0,359.0,248.66666666666666,0
2024-02-22,India South,Storage,291,325,27.69,98.79,1.18,0,112.0,275.0,226.0,0
2024-02-22,India South,Storage,619,710,48.51,99.36,1.37,0,291.0,112.0,340.6666666666667,1
2024-02-22,India South,Storage,412,493,21.65,97.92,1.31,0,619.0,291.0,440.6666666666667,0
2024-02-22,India South,Storage,443,481,41.57,97.24,0.98,0,412.0,619.0,491.3333333333333,0
2024-02-22,India South,Storage,286,319,21.21,98.74,1.09,0,443.0,412.0,380.3333333333333,0
2024-02-22,India South,Storage,408,497,34.77,98.28,0.96,0,286.0,443.0,379.0,0
2024-02-22,India South,Storage,139,154,10.76,97.16,1.01,0,408.0,286.0,277.6666666666667,0
2024-02-23,India South,Storage,637,697,47.91,99.82,1.42,0,139.0,408.0,394.6666666666667,1
2024-02-23,India South,Storage,318,334,28.41,98.23,1.17,0,637.0,139.0,364.6666666666667,0
2024-02-23,India South,Storage,257,310,13.19,97.89,0.82,0,318.0,637.0,404.0,0
2024-02-23,India South,Storage,281,316,15.52,97.62,1.34,0,257.0,318.0,285.3333333333333,0
2024-02-23,India South,Storage,221,248,16.41,97.95,1.39,0,281.0,257.0,253.0,0
2024-02-24,India South,Storage,370,403,31.76,99.83,1.25,0,221.0,281.0,290.6666666666667,0
2024-02-24,India South,Storage,501,575,32.15,97.39,1.29,0,370.0,221.0,364.0,1
2024-02-24,India South,Storage,291,311,16.27,99.63,1.14,0,501.0,370.0,387.3333333333333,0
2024-02-24,India South,Storage,304,351,18.62,99.81,1.17,0,291.0,501.0,365.3333333333333,0
2024-02-24,India South,Storage,218,246,11.55,97.58,0.95,1,304.0,291.0,271.0,0
2024-02-24,India South,Storage,550,657,28.02,99.28,1.14,0,218.0,304.0,357.3333333333333,1
2024-02-25,India South,Storage,374,407,34.11,97.45,1.34,1,550.0,218.0,380.6666666666667,0
2024-02-25,India South,Storage,235,264,12.0,97.22,0.98,0,374.0,550.0,386.3333333333333,0
2024-02-25,India South,Storage,80,99,6.98,98.71,0.91,0,235.0,374.0,229.66666666666666,0
2024-02-25,India South,Storage,445,477,39.38,99.78,1.05,0,80.0,235.0,253.33333333333334,0
2024-02-25,India South,Storage,86,94,5.25,99.94,1.38,0,445.0,80.0,203.66666666666666,0
2024-02-25,India South,Storage,504,600,45.88,98.14,1.28,0,86.0,445.0,345.0,1
2024-02-26,India South,Storage,299,319,28.54,97.92,0.85,0,504.0,86.0,296.3333333333333,0
2024-02-26,India South,Storage,564,615,32.25,97.23,1.45,0,299.0,504.0,455.6666666666667,1
2024-02-26,India South,Storage,268,319,25.57,97.12,1.23,1,564.0,299.0,377.0,0
2024-02-26,India South,Storage,426,494,25.1,99.13,0.94,0,268.0,564.0,419.3333333333333,0
2024-02-27,India South,Storage,198,246,13.64,98.5,0.98,1,426.0,268.0,297.3333333333333,0
2024-02-27,India South,Storage,200,249,19.75,97.03,1.41,0,198.0,426.0,274.6666666666667,0
2024-02-27,India South,Storage,618,671,61.39,99.26,1.48,0,200.0,198.0,338.6666666666667,1
2024-02-28,India South,Storage,252,267,23.86,98.27,1.5,0,618.0,200.0,356.6666666666667,0
2024-02-28,India South,Storage,78,96,4.7,99.56,1.06,0,252.0,618.0,316.0,0
2024-02-28,India South,Storage,229,243,15.76,99.73,1.39,0,78.0,252.0,186.33333333333334,0
2024-02-29,India South,Storage,348,425,32.7,98.99,1.06,0,229.0,78.0,218.33333333333334,0
2024-02-29,India South,Storage,350,388,31.04,98.13,0.95,0,348.0,229.0,309.0,0
2024-02-29,India South,Storage,330,406,28.02,98.05,0.83,0,350.0,348.0,342.6666666666667,0
2024-02-29,India South,Storage,112,127,7.77,97.81,1.04,0,330.0,350.0,264.0,0
2024-02-29,India South,Storage,534,652,30.96,98.32,1.29,0,112.0,330.0,325.3333333333333,1
2024-02-29,India South,Storage,191,214,14.01,99.77,0.95,0,534.0,112.0,279.0,0
2024-03-01,India South,Storage,282,337,18.44,97.45,0.91,0,191.0,534.0,335.6666666666667,0
2024-03-01,India South,Storage,309,327,26.8,99.2,1.15,0,282.0,191.0,260.6666666666667,0
2024-03-01,India South,Storage,268,286,15.92,97.67,0.95,0,309.0,282.0,286.3333333333333,0
2024-03-01,India South,Storage,350,416,18.42,97.3,1.39,0,268.0,309.0,309.0,0
2024-03-02,India South,Storage,68,73,4.88,98.91,1.06,0,350.0,268.0,228.66666666666666,0
2024-03-02,India South,Storage,396,428,25.49,99.23,1.26,0,68.0,350.0,271.3333333333333,0
2024-03-02,India South,Storage,656,704,42.82,97.85,1.43,0,396.0,68.0,373.3333333333333,1
2024-03-02,India South,Storage,431,459,37.52,98.35,1.09,1,656.0,396.0,494.3333333333333,0
2024-03-02,India South,Storage,520,599,43.86,97.47,1.18,0,431.0,656.0,535.6666666666666,1
2024-03-02,India South,Storage,623,686,61.04,97.11,1.46,0,520.0,431.0,524.6666666666666,1
2024-03-02,India South,Storage,238,261,14.2,99.51,1.2,0,623.0,520.0,460.3333333333333,0
2024-03-02,India South,Storage,254,294,16.53,97.86,1.33,0,238.0,623.0,371.6666666666667,0
2024-03-02,India South,Storage,299,357,25.0,98.6,0.87,0,254.0,238.0,263.6666666666667,0
2024-03-03,India South,Storage,55,58,4.42,99.2,1.05,0,299.0,254.0,202.66666666666666,0
2024-03-03,India South,Storage,191,222,14.21,97.03,1.0,0,55.0,299.0,181.66666666666666,0
2024-03-03,India South,Storage,402,456,28.02,97.05,1.48,0,191.0,55.0,216.0,0
2024-03-03,India South,Storage,584,657,50.06,97.79,1.31,0,402.0,191.0,392.3333333333333,1
2024-03-03,India South,Storage,108,131,8.68,97.27,1.25,0,584.0,402.0,364.6666666666667,0
2024-03-03,India South,Storage,100,107,6.94,97.05,1.46,0,108.0,584.0,264.0,0
2024-03-03,India South,Storage,55,58,4.93,98.11,0.98,0,100.0,108.0,87.66666666666667,0
2024-03-03,India South,Storage,243,274,15.54,97.53,1.15,0,55.0,100.0,132.66666666666666,0
2024-03-04,India South,Storage,236,258,22.9,97.91,0.89,0,243.0,55.0,178.0,0
2024-03-04,India South,Storage,188,200,15.37,97.61,0.86,0,236.0,243.0,222.33333333333334,0
2024-03-04,India South,Storage,94,106,7.51,98.37,0.89,0,188.0,236.0,172.66666666666666,0
2024-03-04,India South,Storage,95,106,7.85,98.66,0.88,0,94.0,188.0,125.66666666666667,0
2024-03-04,India South,Storage,184,224,10.53,97.22,1.04,0,95.0,94.0,124.33333333333333,0
2024-03-04,India South,Storage,152,169,9.45,97.31,0.95,0,184.0,95.0,143.66666666666666,0
2024-03-05,India South,Storage,212,232,16.62,99.29,0.91,0,152.0,184.0,182.66666666666666,0
2024-03-05,India South,Storage,195,242,17.23,98.24,1.2,0,212.0,152.0,186.33333333333334,0
